gvkey,company_name,date,year,quarter,cds_spread,cds_spread_lead_4q,future_cds_change_abs,future_cds_change_pct,distress_flag
7171,McKesson Corporation,2014-12-31,2014,4,25.260066666666663,23.4842,-1.775866666666662,-0.07030332461513676,0.0
7171,McKesson Corporation,2015-03-31,2015,1,23.291666666666668,28.635433333333328,5.34376666666666,0.22942826475849704,0.0
7171,McKesson Corporation,2015-06-30,2015,2,21.823866666666664,32.07313333333333,10.249266666666667,0.46963568936760375,1.0
7171,McKesson Corporation,2015-09-30,2015,3,27.024866666666668,26.3667,-0.6581666666666663,-0.024354113372128866,0.0
7171,McKesson Corporation,2015-12-31,2015,4,23.4842,42.4574,18.9732,0.8079134056088774,1.0
7171,McKesson Corporation,2016-03-31,2016,1,28.635433333333328,51.3003,22.664866666666672,0.7914972475825408,1.0
7171,McKesson Corporation,2016-06-30,2016,2,32.07313333333333,46.91166666666667,14.838533333333338,0.4626468258999746,1.0
7171,McKesson Corporation,2016-09-30,2016,3,26.3667,40.59826666666667,14.231566666666666,0.5397553226860649,1.0
7171,McKesson Corporation,2016-12-31,2016,4,42.4574,59.22533333333333,16.767933333333332,0.3949354725756483,1.0
7171,McKesson Corporation,2017-03-31,2017,1,51.3003,56.46416666666666,5.163866666666657,0.10065958028835419,0.0
7171,McKesson Corporation,2017-06-30,2017,2,46.91166666666667,78.92176666666667,32.0101,0.6823483852630831,1.0
7171,McKesson Corporation,2017-09-30,2017,3,40.59826666666667,82.83076666666666,42.232499999999995,1.0402537710969597,1.0
7171,McKesson Corporation,2017-12-31,2017,4,59.22533333333333,78.9907,19.765366666666672,0.3337316238546569,1.0
7171,McKesson Corporation,2018-03-31,2018,1,56.46416666666666,92.1132,35.64903333333335,0.6313567601871397,1.0
7171,McKesson Corporation,2018-06-30,2018,2,78.92176666666667,94.18116666666668,15.259400000000014,0.1933484340821904,0.0
7171,McKesson Corporation,2018-09-30,2018,3,82.83076666666666,89.599325,6.768558333333331,0.08171550989708734,0.0
7171,McKesson Corporation,2018-12-31,2018,4,78.9907,88.4282,9.4375,0.11947609022327944,0.0
7171,McKesson Corporation,2019-03-31,2019,1,92.1132,53.99893333333333,-38.11426666666667,-0.4137763823932582,0.0
7171,McKesson Corporation,2019-06-30,2019,2,94.18116666666668,39.93366666666667,-54.24750000000002,-0.5759909536053741,0.0
7171,McKesson Corporation,2019-09-30,2019,3,89.599325,42.4832,-47.116125,-0.525853570883486,0.0
7171,McKesson Corporation,2019-12-31,2019,4,88.4282,41.57156666666666,-46.85663333333334,-0.5298833780777324,0.0
7171,McKesson Corporation,2020-03-31,2020,1,53.99893333333333,42.55356666666666,-11.445366666666672,-0.21195542134165624,0.0
7171,McKesson Corporation,2020-06-30,2020,2,39.93366666666667,45.84013333333333,5.90646666666666,0.14790694568492732,0.0
7171,McKesson Corporation,2020-09-30,2020,3,42.4832,41.60393333333334,-0.8792666666666591,-0.020696808777744123,0.0
7171,McKesson Corporation,2020-12-31,2020,4,41.57156666666666,44.83806666666666,3.2665000000000006,0.07857534035683045,0.0
7171,McKesson Corporation,2021-03-31,2021,1,42.55356666666666,43.080533333333335,0.5269666666666737,0.012383607484527511,0.0
7171,McKesson Corporation,2021-06-30,2021,2,45.84013333333333,51.363166666666665,5.523033333333338,0.12048466991079153,0.0
7171,McKesson Corporation,2021-09-30,2021,3,41.60393333333334,48.13733333333334,6.5334,0.15703803646770578,0.0
7171,McKesson Corporation,2021-12-31,2021,4,44.83806666666666,47.28783333333333,2.449766666666669,0.05463586744001754,0.0
7171,McKesson Corporation,2022-03-31,2022,1,43.080533333333335,44.75373333333334,1.6732000000000014,0.03883888778845204,0.0
7171,McKesson Corporation,2022-06-30,2022,2,51.363166666666665,43.26166666666666,-8.101500000000001,-0.1577297609506164,0.0
7171,McKesson Corporation,2022-09-30,2022,3,48.13733333333334,41.15933333333333,-6.978000000000009,-0.14496025261058654,0.0
7171,McKesson Corporation,2022-12-31,2022,4,47.28783333333333,43.37426666666666,-3.913566666666675,-0.08276054094252591,0.0
7171,McKesson Corporation,2023-03-31,2023,1,44.75373333333334,39.0739,-5.679833333333335,-0.12691306200153135,0.0
7171,McKesson Corporation,2023-06-30,2023,2,43.26166666666666,38.6701,-4.591566666666665,-0.10613476133605576,0.0
7171,McKesson Corporation,2023-09-30,2023,3,41.15933333333333,39.19046666666667,-1.9688666666666563,-0.0478352419054404,0.0
7171,McKesson Corporation,2023-12-31,2023,4,43.37426666666666,40.829775,-2.5444916666666586,-0.058663623899885164,0.0
7171,McKesson Corporation,2024-03-31,2024,1,39.0739,,,,
7171,McKesson Corporation,2024-06-30,2024,2,38.6701,,,,
