year,n_obs,n_distress,distress_rate,accuracy,precision,recall,f1,auc
2021,2079,1070.0,0.5146705146705147,0.6113516113516113,0.5961820851688693,0.7588785046728972,0.6677631578947368,0.6478413901058696
2022,2096,310.0,0.14790076335877864,0.45849236641221375,0.17848791893998442,0.7387096774193549,0.28750784682988073,0.6099068020084528
2023,2101,83.0,0.039504997620180865,0.4650166587339362,0.04382120946538125,0.6024096385542169,0.08169934640522876,0.5779251794094118
