iqt,date,cds_spread
IQT46198963,2021-11-17,30.4924
IQT46198963,2021-12-17,30.506
IQT46198963,2022-01-16,30.5083
IQT46198963,2022-02-15,30.496
IQT46198963,2022-03-17,30.7359
IQT46198963,2022-04-16,30.52
IQT46198963,2022-05-16,30.5028
IQT46198963,2022-06-15,30.4964
IQT46198963,2022-07-15,30.0015
IQT46198963,2022-08-14,30.0145
IQT46198963,2022-09-13,30.0141
IQT46198963,2022-10-13,29.9896
IQT46198963,2022-11-12,30.0049
IQT46198963,2022-12-12,29.9947
IQT46198963,2023-01-11,29.9743
IQT46198963,2023-02-10,30.0082
IQT46198963,2023-03-12,29.957
IQT46198963,2023-04-11,30.0923
IQT46198963,2023-05-11,29.9744
IQT46198963,2023-06-10,29.9701
IQT46198963,2023-07-10,29.4814
IQT46198963,2023-08-09,29.4698
IQT46198963,2023-09-08,35.7278
IQT46198963,2023-10-08,39.6397
IQT46198963,2023-11-07,43.3048
IQT46198963,2023-12-07,45.0299
IQT46198963,2024-01-06,45.9839
IQT46198963,2024-02-05,34.9607
IQT46198963,2024-03-06,34.9655
IQT46198963,2024-04-05,30.9434
IQT46198963,2024-05-05,28.9533
IQT46198963,2024-06-04,28.9726
IQT46198963,2024-07-04,28.9916
IQT46198963,2024-08-03,28.9446
IQT46198963,2024-09-02,28.9939
IQT46198963,2024-10-02,32.5632
IQT46198963,2024-11-01,33.6688
IQT46198963,2024-12-01,32.6492
IQT46198963,2024-12-31,31.9011
IQT46199066,2010-01-19,47.8232
IQT46199066,2010-02-18,54.877
IQT46199066,2010-03-20,65.176
IQT46199066,2010-04-19,64.8303
IQT46199066,2010-05-19,81.7796
IQT46199066,2010-06-18,76.5276
IQT46199066,2010-07-18,74.8585
IQT46199066,2010-08-17,65.918
IQT46199066,2010-09-16,62.3887
IQT46199066,2010-10-16,85.0111
IQT46199066,2010-11-15,79.324
IQT46199066,2010-12-15,72.2845
IQT46199066,2011-01-14,95.7015
IQT46199066,2011-02-13,113.4602
IQT46199066,2011-03-15,102.1679
IQT46199066,2011-04-14,102.3299
IQT46199066,2011-05-14,99.8282
IQT46199066,2011-06-13,105.7256
IQT46199066,2011-07-13,110.823
IQT46199066,2011-08-12,140.0324
IQT46199066,2011-09-11,146.9871
IQT46199066,2011-10-11,112.0342
IQT46199066,2011-11-10,97.3347
IQT46199066,2011-12-10,87.9184
IQT46199066,2012-01-09,80.9658
IQT46199066,2012-02-08,71.1045
IQT46199066,2012-03-09,65.7971
IQT46199066,2012-04-08,64.7239
IQT46199066,2012-05-08,75.4889
IQT46199066,2012-06-07,76.7045
IQT46199066,2012-07-07,72.3087
IQT46199066,2012-08-06,71.7375
IQT46199066,2012-09-05,68.0034
IQT46199066,2012-10-05,60.2339
IQT46199066,2012-11-04,57.6788
IQT46199066,2012-12-04,55.6086
IQT46199066,2013-01-03,48.7509
IQT46199066,2013-02-02,50.1874
IQT46199066,2013-03-04,55.8634
IQT46199066,2013-04-03,58.7067
IQT46199066,2013-05-03,48.9393
IQT46199066,2013-06-02,51.1641
IQT46199066,2013-07-02,49.4991
IQT46199066,2013-08-01,47.1699
IQT46199066,2013-08-31,48.3251
IQT46199066,2013-09-30,45.7003
IQT46199066,2013-10-30,39.5254
IQT46199066,2013-11-29,35.8684
IQT46199066,2013-12-29,32.5525
IQT46199066,2014-01-28,36.7267
IQT46199066,2014-02-27,36.2715
IQT46199066,2014-03-29,36.487
IQT46199066,2014-04-28,36.0346
IQT46199066,2014-05-28,53.2826
IQT46199066,2014-06-27,55.4986
IQT46199066,2014-07-27,55.1526
IQT46199066,2014-08-26,58.0986
IQT46199066,2014-09-25,59.681
IQT46199066,2014-10-25,61.9789
IQT46199066,2014-11-24,60.0194
IQT46199066,2014-12-24,58.6259
IQT46199066,2015-01-23,58.133
IQT46199066,2015-02-22,58.2434
IQT46199066,2015-03-24,58.734
IQT46199066,2015-04-23,56.0364
IQT46199066,2015-05-23,56.1903
IQT46199066,2015-06-22,55.4006
IQT46199066,2015-07-22,55.0874
IQT46199066,2015-08-21,55.2612
IQT46199066,2015-09-20,55.4395
IQT46199066,2015-10-20,56.7734
IQT46199066,2015-11-19,56.5106
IQT46199066,2015-12-19,55.3378
IQT46199066,2016-01-18,56.6745
IQT46199066,2016-02-17,56.9362
IQT46199066,2016-03-18,55.285
IQT46199066,2016-04-17,59.5571
IQT46199066,2016-05-17,58.4066
IQT46199066,2016-06-16,59.5736
IQT46199066,2016-07-16,61.6275
IQT46199066,2016-08-15,62.7152
IQT46199066,2016-09-14,62.9496
IQT46199066,2016-10-14,64.6749
IQT46199066,2016-11-13,64.3147
IQT46199066,2016-12-13,64.0875
IQT46199066,2017-01-12,64.1245
IQT46199066,2017-02-11,62.0584
IQT46199066,2017-03-13,62.2911
IQT46199066,2017-04-12,64.5269
IQT46199066,2017-05-12,64.6502
IQT46199066,2017-06-11,64.548
IQT46199066,2017-07-11,64.6079
IQT46199066,2017-08-10,64.8677
IQT46199066,2017-09-09,64.974
IQT46199066,2017-10-09,62.1482
IQT46199066,2017-11-08,60.9302
IQT46199066,2017-12-08,61.6896
IQT46199066,2018-01-07,59.9533
IQT46199066,2018-02-06,60.878
IQT46199066,2018-03-08,59.5003
IQT46199066,2018-04-07,62.2454
IQT46199066,2018-05-07,62.9446
IQT46199066,2018-06-06,62.7011
IQT46199066,2018-07-06,55.2039
IQT46199066,2018-08-05,55.1556
IQT46199066,2018-09-04,57.3503
IQT46199066,2018-10-04,60.1287
IQT46199066,2018-11-03,61.2455
IQT46199066,2018-12-03,61.4993
IQT46199066,2019-01-02,63.3686
IQT46199066,2019-02-01,64.9356
IQT46199066,2019-03-03,63.5833
IQT46199066,2019-04-02,67.3395
IQT46199066,2019-05-02,65.6091
IQT46199066,2019-06-01,66.2708
IQT46199066,2019-07-01,63.5895
IQT46199066,2019-07-31,61.5038
IQT46199066,2019-08-30,61.5037
IQT46199066,2019-09-29,64.9203
IQT46199066,2019-10-29,65.0353
IQT46199066,2019-11-28,64.1284
IQT46199066,2019-12-28,61.9279
IQT46199066,2020-01-27,61.7761
IQT46199066,2020-02-26,61.4846
IQT46199066,2020-03-27,69.7223
IQT46199066,2020-04-26,71.7254
IQT46199066,2020-05-26,69.7642
IQT46199066,2020-06-25,67.5408
IQT46199066,2020-07-25,61.8762
IQT46199066,2020-08-24,61.6964
IQT46199066,2020-09-23,63.3002
IQT46199066,2020-10-23,63.8156
IQT46199066,2020-11-22,63.586
IQT46199066,2020-12-22,62.709
IQT46199066,2021-01-21,45.0252
IQT46199066,2021-02-20,45.0097
IQT46199066,2021-03-22,45.008
IQT46199066,2021-04-21,45.3332
IQT46199066,2021-05-21,45.11
IQT46199066,2021-06-20,45.0035
IQT46199066,2021-07-20,44.1877
IQT46199066,2021-08-19,43.8533
IQT46199066,2021-09-18,35.1724
IQT46199066,2021-10-18,35.0059
IQT46199066,2021-11-17,35.0481
IQT46199066,2021-12-17,35.0
IQT46199066,2022-01-16,38.2249
IQT46199066,2022-02-15,38.0287
IQT46199066,2022-03-17,38.0231
IQT46199066,2022-04-16,38.9849
IQT46199066,2022-05-16,40.0019
IQT46199066,2022-06-15,40.0535
IQT46199066,2022-07-15,39.9943
IQT46199066,2022-08-14,40.0125
IQT46199066,2022-09-13,61.0126
IQT46199066,2022-10-13,48.89
IQT46199066,2022-11-12,46.1795
IQT46199066,2022-12-12,50.0805
IQT46199066,2023-01-11,50.0701
IQT46199066,2023-02-10,58.9638
IQT46199066,2023-03-12,69.1654
IQT46199066,2023-04-11,66.8728
IQT46199066,2023-05-11,71.1015
IQT46199066,2023-06-10,70.9315
IQT46199066,2023-07-10,66.8153
IQT46199066,2023-08-09,69.9793
IQT46199066,2023-09-08,68.0136
IQT46199066,2023-10-08,79.6099
IQT46199066,2023-11-07,90.3464
IQT46199066,2023-12-07,77.6733
IQT46199066,2024-01-06,76.2351
IQT46199066,2024-02-05,69.515
IQT46199066,2024-03-06,56.2097
IQT46199066,2024-04-05,51.4336
IQT46199066,2024-05-05,53.9808
IQT46199066,2024-06-04,54.7876
IQT46199066,2024-07-04,64.75
IQT46199066,2024-08-03,75.4637
IQT46199066,2024-09-02,81.6131
IQT46199066,2024-10-02,82.2095
IQT46199066,2024-11-01,81.63
IQT46199066,2024-12-01,81.6195
IQT46199066,2024-12-31,81.9619
IQT46199093,2010-01-19,141.3692
IQT46199093,2010-02-18,272.273
IQT46199093,2010-03-20,222.3652
IQT46199093,2010-04-19,223.2215
IQT46199093,2010-05-19,329.6493
IQT46199093,2010-06-18,395.0227
IQT46199093,2010-07-18,405.0357
IQT46199093,2010-08-17,386.1274
IQT46199093,2010-09-16,400.0693
IQT46199093,2010-10-16,390.9893
IQT46199093,2010-11-15,415.8142
IQT46199093,2010-12-15,368.123
IQT46199093,2011-01-14,346.1827
IQT46199093,2011-02-13,311.0168
IQT46199093,2011-03-15,307.4021
IQT46199093,2011-04-14,278.2587
IQT46199093,2011-05-14,273.0371
IQT46199093,2011-06-13,301.731
IQT46199093,2011-07-13,323.423
IQT46199093,2011-08-12,413.575
IQT46199093,2011-09-11,425.6848
IQT46199093,2011-10-11,509.8378
IQT46199093,2011-11-10,377.6493
IQT46199093,2011-12-10,478.5222
IQT46199093,2012-01-09,509.8174
IQT46199093,2012-02-08,421.8202
IQT46199093,2012-03-09,421.3861
IQT46199093,2012-04-08,383.9152
IQT46199093,2012-05-08,370.8744
IQT46199093,2012-06-07,405.9808
IQT46199093,2012-07-07,437.9553
IQT46199093,2012-08-06,441.007
IQT46199093,2012-09-05,434.7306
IQT46199093,2012-10-05,391.0823
IQT46199093,2012-11-04,397.9509
IQT46199093,2012-12-04,381.6031
IQT46199093,2013-01-03,353.916
IQT46199093,2013-02-02,321.4257
IQT46199093,2013-03-04,310.6764
IQT46199093,2013-04-03,315.0269
IQT46199093,2013-05-03,285.0854
IQT46199093,2013-06-02,285.9905
IQT46199093,2013-07-02,303.2578
IQT46199093,2013-08-01,283.6771
IQT46199093,2013-08-31,281.1157
IQT46199093,2013-09-30,273.0493
IQT46199093,2013-10-30,256.7387
IQT46199093,2013-11-29,247.2157
IQT46199093,2013-12-29,239.3625
IQT46199093,2014-01-28,223.1423
IQT46199093,2014-02-27,219.8382
IQT46199093,2014-03-29,228.2658
IQT46199093,2014-04-28,223.0951
IQT46199093,2014-05-28,220.5962
IQT46199093,2014-06-27,205.8244
IQT46199093,2014-07-27,217.0889
IQT46199093,2014-08-26,220.8195
IQT46199093,2014-09-25,227.307
IQT46199093,2014-10-25,230.3376
IQT46199093,2014-11-24,230.4891
IQT46199093,2014-12-24,216.0138
IQT46199093,2015-01-23,217.5714
IQT46199093,2015-02-22,210.4048
IQT46199093,2015-03-24,220.1283
IQT46199093,2015-04-23,209.9713
IQT46199093,2015-05-23,213.8399
IQT46199093,2015-06-22,212.7609
IQT46199093,2015-07-22,212.3306
IQT46199093,2015-08-21,213.302
IQT46199093,2015-09-20,219.7626
IQT46199093,2015-10-20,225.8189
IQT46199093,2015-11-19,228.3882
IQT46199093,2015-12-19,227.5406
IQT46199093,2016-01-18,234.634
IQT46199093,2016-02-17,245.4746
IQT46199093,2016-03-18,243.3279
IQT46199093,2016-04-17,246.7847
IQT46199093,2016-05-17,246.3124
IQT46199093,2016-06-16,245.5711
IQT46199093,2016-07-16,240.4667
IQT46199093,2016-08-15,240.2716
IQT46199093,2016-09-14,241.3126
IQT46199093,2016-10-14,245.1182
IQT46199093,2016-11-13,246.3418
IQT46199093,2016-12-13,246.9282
IQT46199093,2017-01-12,248.1672
IQT46199093,2017-02-11,251.7995
IQT46199093,2017-03-13,248.7961
IQT46199093,2017-04-12,247.869
IQT46199093,2017-05-12,248.4668
IQT46199093,2017-06-11,248.3723
IQT46199093,2017-07-11,245.9743
IQT46199093,2017-08-10,246.2399
IQT46199093,2017-09-09,246.1868
IQT46199093,2017-10-09,246.3785
IQT46199093,2017-11-08,245.1846
IQT46199093,2017-12-08,245.7369
IQT46199093,2018-01-07,245.7236
IQT46199093,2018-02-06,238.0301
IQT46199093,2018-03-08,224.7453
IQT46199093,2018-04-07,218.8471
IQT46199093,2018-05-07,214.4501
IQT46199093,2018-06-06,212.0872
IQT46199093,2018-07-06,195.6803
IQT46199093,2018-08-05,190.0417
IQT46199093,2018-09-04,189.6823
IQT46199093,2018-10-04,188.8632
IQT46199093,2018-11-03,210.4377
IQT46199093,2018-12-03,219.2858
IQT46199093,2019-01-02,220.9574
IQT46199093,2019-02-01,222.4037
IQT46199093,2019-03-03,221.2571
IQT46199093,2019-04-02,225.1915
IQT46199093,2019-05-02,234.3414
IQT46199093,2019-06-01,241.6386
IQT46199093,2019-07-01,228.9663
IQT46199093,2019-07-31,239.786
IQT46199093,2019-08-30,243.5906
IQT46199093,2019-09-29,241.3118
IQT46199093,2019-10-29,250.0277
IQT46199093,2019-11-28,252.4489
IQT46199093,2019-12-28,241.2783
IQT46199093,2020-01-27,240.446
IQT46199093,2020-02-26,240.9553
IQT46199093,2020-03-27,255.8117
IQT46199093,2020-04-26,266.065
IQT46199093,2020-05-26,269.5306
IQT46199093,2020-06-25,269.3574
IQT46199093,2020-07-25,270.88
IQT46199093,2020-08-24,259.3373
IQT46199093,2020-09-23,262.7879
IQT46199093,2020-10-23,272.3947
IQT46199093,2020-11-22,272.8715
IQT46199093,2020-12-22,268.9834
IQT46199093,2021-01-21,273.6242
IQT46199093,2021-02-20,273.5833
IQT46199093,2021-03-22,276.0655
IQT46199093,2021-04-21,284.2432
IQT46199093,2021-05-21,283.4598
IQT46199093,2021-06-20,284.4126
IQT46199093,2021-07-20,276.34
IQT46199093,2021-08-19,275.7559
IQT46199093,2021-09-18,275.1425
IQT46199093,2021-10-18,275.06
IQT46199093,2021-11-17,275.0
IQT46199093,2021-12-17,275.0
IQT46199093,2022-01-16,275.0
IQT46199093,2022-02-15,275.0
IQT46199093,2022-03-17,275.0
IQT46199093,2022-04-16,275.0
IQT46199093,2022-05-16,275.0
IQT46199093,2022-06-15,275.006
IQT46199093,2022-07-15,275.0
IQT46199093,2022-08-14,275.0
IQT46199093,2022-09-13,275.53
IQT46199093,2022-10-13,265.12
IQT46199093,2022-11-12,265.12
IQT46199093,2022-12-12,265.12
IQT46199093,2023-01-11,265.12
IQT46199093,2023-02-10,265.12
IQT46199093,2023-03-12,265.12
IQT46199093,2023-04-11,265.12
IQT46199093,2023-05-11,265.12
IQT46199093,2023-06-10,265.12
IQT46199093,2023-07-10,265.12
IQT46199093,2023-08-09,265.12
IQT46199093,2023-09-08,265.12
IQT46199093,2023-10-08,265.12
IQT46199093,2023-11-07,265.12
IQT46199093,2023-12-07,265.12
IQT46199093,2024-01-06,265.12
IQT46199093,2024-02-05,265.12
IQT46199093,2024-03-06,265.12
IQT46199093,2024-04-05,265.12
IQT46199093,2024-05-05,265.12
IQT46199093,2024-06-04,265.12
IQT46199093,2024-07-04,265.12
IQT46199093,2024-08-03,265.12
IQT46199093,2024-09-02,265.867
IQT46199093,2024-10-02,265.9398
IQT46199093,2024-11-01,264.9704
IQT46199093,2024-12-01,265.2189
IQT46199093,2024-12-31,265.5074
IQT46199132,2010-01-19,76.1031
IQT46199132,2010-02-18,75.585
IQT46199132,2010-03-20,64.7996
IQT46199132,2010-04-19,58.6308
IQT46199132,2010-05-19,76.9022
IQT46199132,2010-06-18,64.5602
IQT46199132,2010-07-18,65.2406
IQT46199132,2010-08-17,65.6044
IQT46199132,2010-09-16,65.2617
IQT46199132,2010-10-16,67.5189
IQT46199132,2010-11-15,59.9783
IQT46199132,2010-12-15,61.2015
IQT46199132,2011-01-14,59.8831
IQT46199132,2011-02-13,57.7859
IQT46199132,2011-03-15,64.9386
IQT46199132,2011-04-14,61.4527
IQT46199132,2011-05-14,57.8547
IQT46199132,2011-06-13,60.5958
IQT46199132,2011-07-13,59.1876
IQT46199132,2011-08-12,71.5729
IQT46199132,2011-09-11,80.2722
IQT46199132,2011-10-11,89.3674
IQT46199132,2011-11-10,75.9515
IQT46199132,2011-12-10,71.718
IQT46199132,2012-01-09,73.6232
IQT46199132,2012-02-08,59.4678
IQT46199132,2012-03-09,58.3291
IQT46199132,2012-04-08,56.3845
IQT46199132,2012-05-08,58.1932
IQT46199132,2012-06-07,67.2585
IQT46199132,2012-07-07,60.197
IQT46199132,2012-08-06,75.218
IQT46199132,2012-09-05,67.7918
IQT46199132,2012-10-05,59.5314
IQT46199132,2012-11-04,68.4636
IQT46199132,2012-12-04,68.1903
IQT46199132,2013-01-03,54.9421
IQT46199132,2013-02-02,56.2918
IQT46199132,2013-03-04,55.2255
IQT46199132,2013-04-03,60.0595
IQT46199132,2013-05-03,57.3324
IQT46199132,2013-06-02,52.8003
IQT46199132,2013-07-02,57.9959
IQT46199132,2013-08-01,55.9344
IQT46199132,2013-08-31,54.66
IQT46199132,2013-09-30,46.0777
IQT46199132,2013-10-30,39.8071
IQT46199132,2013-11-29,37.7333
IQT46199132,2013-12-29,34.4141
IQT46199132,2014-01-28,34.7651
IQT46199132,2014-02-27,36.188
IQT46199132,2014-03-29,35.1786
IQT46199132,2014-04-28,33.8503
IQT46199132,2014-05-28,32.534
IQT46199132,2014-06-27,29.9667
IQT46199132,2014-07-27,30.1989
IQT46199132,2014-08-26,30.7483
IQT46199132,2014-09-25,33.2134
IQT46199132,2014-10-25,34.2865
IQT46199132,2014-11-24,30.6743
IQT46199132,2014-12-24,32.4277
IQT46199132,2015-01-23,33.887
IQT46199132,2015-02-22,34.6791
IQT46199132,2015-03-24,35.7151
IQT46199132,2015-04-23,36.8056
IQT46199132,2015-05-23,36.9045
IQT46199132,2015-06-22,38.6254
IQT46199132,2015-07-22,39.7839
IQT46199132,2015-08-21,42.3489
IQT46199132,2015-09-20,42.166
IQT46199132,2015-10-20,47.4833
IQT46199132,2015-11-19,53.3834
IQT46199132,2015-12-19,63.8691
IQT46199132,2016-01-18,69.3153
IQT46199132,2016-02-17,65.9228
IQT46199132,2016-03-18,56.6718
IQT46199132,2016-04-17,56.6696
IQT46199132,2016-05-17,56.686
IQT46199132,2016-06-16,55.0573
IQT46199132,2016-07-16,54.6899
IQT46199132,2016-08-15,48.5068
IQT46199132,2016-09-14,48.05
IQT46199132,2016-10-14,50.7489
IQT46199132,2016-11-13,50.3013
IQT46199132,2016-12-13,49.8064
IQT46199132,2017-01-12,50.1255
IQT46199132,2017-02-11,45.9408
IQT46199132,2017-03-13,45.0579
IQT46199132,2017-04-12,45.8304
IQT46199132,2017-05-12,45.874
IQT46199132,2017-06-11,45.5265
IQT46199132,2017-07-11,42.3637
IQT46199132,2017-08-10,41.7043
IQT46199132,2017-09-09,41.0443
IQT46199132,2017-10-09,41.9329
IQT46199132,2017-11-08,42.1007
IQT46199132,2017-12-08,41.4211
IQT46199132,2018-01-07,41.0401
IQT46199132,2018-02-06,40.9195
IQT46199132,2018-03-08,40.6192
IQT46199132,2018-04-07,43.8273
IQT46199132,2018-05-07,44.277
IQT46199132,2018-06-06,44.3978
IQT46199132,2018-07-06,44.1889
IQT46199132,2018-08-05,44.1672
IQT46199132,2018-09-04,44.7229
IQT46199132,2018-10-04,47.4238
IQT46199132,2018-11-03,49.3226
IQT46199132,2018-12-03,49.4607
IQT46199132,2019-01-02,49.138
IQT46199132,2019-02-01,49.9867
IQT46199132,2019-03-03,50.0111
IQT46199132,2019-04-02,51.9416
IQT46199132,2019-05-02,51.9179
IQT46199132,2019-06-01,52.7319
IQT46199132,2019-07-01,53.8266
IQT46199132,2019-07-31,55.0229
IQT46199132,2019-08-30,54.1388
IQT46199132,2019-09-29,58.3292
IQT46199132,2019-10-29,59.3146
IQT46199132,2019-11-28,58.5174
IQT46199132,2019-12-28,59.2292
IQT46199132,2020-01-27,58.9811
IQT46199132,2020-02-26,58.9832
IQT46199132,2020-03-27,61.0614
IQT46199132,2020-04-26,60.9022
IQT46199132,2020-05-26,60.8704
IQT46199132,2020-06-25,60.7831
IQT46199132,2020-07-25,61.1119
IQT46199132,2020-08-24,60.0343
IQT46199132,2020-09-23,61.6867
IQT46199132,2020-10-23,64.2583
IQT46199132,2020-11-22,63.9992
IQT46199132,2020-12-22,64.2555
IQT46199132,2021-01-21,64.01
IQT46199132,2021-02-20,64.0161
IQT46199132,2021-03-22,63.5134
IQT46199132,2021-04-21,64.3427
IQT46199132,2021-05-21,64.2872
IQT46199132,2021-06-20,64.3857
IQT46199132,2021-07-20,64.2455
IQT46199132,2021-08-19,63.6974
IQT46199132,2021-09-18,63.901
IQT46199132,2021-10-18,55.7847
IQT46199132,2021-11-17,55.4577
IQT46199132,2021-12-17,54.9509
IQT46199132,2022-01-16,54.8782
IQT46199132,2022-02-15,54.8055
IQT46199132,2022-03-17,54.7493
IQT46199132,2022-04-16,51.9938
IQT46199132,2022-05-16,51.9765
IQT46199132,2022-06-15,52.0046
IQT46199132,2022-07-15,51.9984
IQT46199132,2022-08-14,52.0113
IQT46199132,2022-09-13,52.0501
IQT46199132,2022-10-13,54.3835
IQT46199132,2022-11-12,54.3263
IQT46199132,2022-12-12,54.3519
IQT46199132,2023-01-11,54.25
IQT46199132,2023-02-10,54.04
IQT46199132,2023-03-12,53.9456
IQT46199132,2023-04-11,52.5137
IQT46199132,2023-05-11,52.482
IQT46199132,2023-06-10,52.516
IQT46199132,2023-07-10,51.9971
IQT46199132,2023-08-09,51.9868
IQT46199132,2023-09-08,52.0099
IQT46199132,2023-10-08,52.0379
IQT46199132,2023-11-07,52.0418
IQT46199132,2023-12-07,51.2393
IQT46199132,2024-01-06,50.9889
IQT46199132,2024-02-05,50.9497
IQT46199132,2024-03-06,51.0062
IQT46199132,2024-04-05,50.9569
IQT46199132,2024-05-05,51.0471
IQT46199132,2024-06-04,51.0281
IQT46199132,2024-07-04,50.1282
IQT46199132,2024-08-03,50.1216
IQT46199132,2024-09-02,49.9989
IQT46199132,2024-10-02,50.2949
IQT46199132,2024-11-01,50.2354
IQT46199132,2024-12-01,50.602
IQT46199132,2024-12-31,50.6151
IQT46199166,2010-01-19,213.5031
IQT46199166,2010-02-18,219.8976
IQT46199166,2010-03-20,216.1581
IQT46199166,2010-04-19,206.7555
IQT46199166,2010-05-19,250.0448
IQT46199166,2010-06-18,256.7936
IQT46199166,2010-07-18,261.6516
IQT46199166,2010-08-17,250.5052
IQT46199166,2010-09-16,236.7712
IQT46199166,2010-10-16,219.6965
IQT46199166,2010-11-15,203.0682
IQT46199166,2010-12-15,210.727
IQT46199166,2011-01-14,189.4213
IQT46199166,2011-02-13,169.1053
IQT46199166,2011-03-15,155.5845
IQT46199166,2011-04-14,129.6729
IQT46199166,2011-05-14,120.2917
IQT46199166,2011-06-13,142.7608
IQT46199166,2011-07-13,143.4209
IQT46199166,2011-08-12,203.2345
IQT46199166,2011-09-11,241.4483
IQT46199166,2011-10-11,248.8367
IQT46199166,2011-11-10,205.7413
IQT46199166,2011-12-10,203.7067
IQT46199166,2012-01-09,208.2052
IQT46199166,2012-02-08,166.2152
IQT46199166,2012-03-09,163.1817
IQT46199166,2012-04-08,148.7087
IQT46199166,2012-05-08,149.0403
IQT46199166,2012-06-07,156.374
IQT46199166,2012-07-07,146.0134
IQT46199166,2012-08-06,140.2612
IQT46199166,2012-09-05,141.8099
IQT46199166,2012-10-05,121.6303
IQT46199166,2012-11-04,118.73
IQT46199166,2012-12-04,125.5899
IQT46199166,2013-01-03,104.1883
IQT46199166,2013-02-02,93.7959
IQT46199166,2013-03-04,86.7702
IQT46199166,2013-04-03,80.8
IQT46199166,2013-05-03,76.1977
IQT46199166,2013-06-02,67.3803
IQT46199166,2013-07-02,81.8887
IQT46199166,2013-08-01,69.02
IQT46199166,2013-08-31,71.1269
IQT46199166,2013-09-30,71.5103
IQT46199166,2013-10-30,68.7004
IQT46199166,2013-11-29,67.2646
IQT46199166,2013-12-29,63.7339
IQT46199166,2014-01-28,60.671
IQT46199166,2014-02-27,59.2013
IQT46199166,2014-03-29,58.6454
IQT46199166,2014-04-28,55.2521
IQT46199166,2014-05-28,55.0227
IQT46199166,2014-06-27,52.5624
IQT46199166,2014-07-27,52.5836
IQT46199166,2014-08-26,52.2955
IQT46199166,2014-09-25,54.4456
IQT46199166,2014-10-25,53.2183
IQT46199166,2014-11-24,53.6011
IQT46199166,2014-12-24,54.5155
IQT46199166,2015-01-23,55.6143
IQT46199166,2015-02-22,55.8324
IQT46199166,2015-03-24,57.8099
IQT46199166,2015-04-23,57.9746
IQT46199166,2015-05-23,58.5559
IQT46199166,2015-06-22,59.4046
IQT46199166,2015-07-22,60.3324
IQT46199166,2015-08-21,59.9631
IQT46199166,2015-09-20,59.0414
IQT46199166,2015-10-20,56.8747
IQT46199166,2015-11-19,54.9614
IQT46199166,2015-12-19,54.9121
IQT46199166,2016-01-18,55.4295
IQT46199166,2016-02-17,55.4606
IQT46199166,2016-03-18,54.6032
IQT46199166,2016-04-17,54.8141
IQT46199166,2016-05-17,55.6296
IQT46199166,2016-06-16,55.8109
IQT46199166,2016-07-16,55.9369
IQT46199166,2016-08-15,57.1243
IQT46199166,2016-09-14,58.4843
IQT46199166,2016-10-14,60.7071
IQT46199166,2016-11-13,60.9596
IQT46199166,2016-12-13,57.8668
IQT46199166,2017-01-12,57.452
IQT46199166,2017-02-11,57.2581
IQT46199166,2017-03-13,57.6405
IQT46199166,2017-04-12,57.9053
IQT46199166,2017-05-12,57.4538
IQT46199166,2017-06-11,58.0139
IQT46199166,2017-07-11,53.6581
IQT46199166,2017-08-10,50.2681
IQT46199166,2017-09-09,51.3057
IQT46199166,2017-10-09,53.8655
IQT46199166,2017-11-08,54.3449
IQT46199166,2017-12-08,54.2727
IQT46199166,2018-01-07,54.3183
IQT46199166,2018-02-06,54.2329
IQT46199166,2018-03-08,54.1839
IQT46199166,2018-04-07,54.6963
IQT46199166,2018-05-07,54.6559
IQT46199166,2018-06-06,54.2996
IQT46199166,2018-07-06,54.8347
IQT46199166,2018-08-05,55.0609
IQT46199166,2018-09-04,54.984
IQT46199166,2018-10-04,55.2731
IQT46199166,2018-11-03,55.0921
IQT46199166,2018-12-03,55.1335
IQT46199166,2019-01-02,55.141
IQT46199166,2019-02-01,54.9371
IQT46199166,2019-03-03,54.8873
IQT46199166,2019-04-02,55.1535
IQT46199166,2019-05-02,55.1576
IQT46199166,2019-06-01,55.4425
IQT46199166,2019-07-01,55.192
IQT46199166,2019-07-31,55.1312
IQT46199166,2019-08-30,55.0926
IQT46199166,2019-09-29,55.2016
IQT46199166,2019-10-29,55.1292
IQT46199166,2019-11-28,55.1366
IQT46199166,2019-12-28,55.1033
IQT46199166,2020-01-27,54.8541
IQT46199166,2020-02-26,55.0803
IQT46199166,2020-03-27,55.5899
IQT46199166,2020-04-26,55.6255
IQT46199166,2020-05-26,55.8303
IQT46199166,2020-06-25,55.9368
IQT46199166,2020-07-25,55.6838
IQT46199166,2020-08-24,55.8123
IQT46199166,2020-09-23,56.6064
IQT46199166,2020-10-23,55.1386
IQT46199166,2020-11-22,55.0488
IQT46199166,2020-12-22,54.7942
IQT46199166,2021-01-21,55.0511
IQT46199166,2021-02-20,55.0857
IQT46199166,2021-03-22,55.6123
IQT46199166,2021-04-21,55.7878
IQT46199166,2021-05-21,55.2601
IQT46199166,2021-06-20,55.4309
IQT46199166,2021-07-20,56.4284
IQT46199166,2021-08-19,56.4222
IQT46199166,2021-09-18,57.8123
IQT46199166,2021-10-18,56.0681
IQT46199166,2021-11-17,56.2517
IQT46199166,2021-12-17,55.7998
IQT46199166,2022-01-16,55.3266
IQT46199166,2022-02-15,54.8642
IQT46199166,2022-03-17,54.918
IQT46199166,2022-04-16,54.9571
IQT46199166,2022-05-16,55.0316
IQT46199166,2022-06-15,55.1292
IQT46199166,2022-07-15,106.844
IQT46199166,2022-08-14,94.8853
