train_auc,train_f1,train_precision,train_recall,train_accuracy,test_auc,test_f1,test_precision,test_recall,test_accuracy,auc_gap,f1_gap,model,n_features
0.6790879228892666,0.39536728541964145,0.30009633911368017,0.5792654579265458,0.6530881616676528,0.6360022035331232,0.3900414937759336,0.32760223048327136,0.4818865345181135,0.6486615678776291,0.04308571935614336,0.005325791643707833,Strong Reg Top 10 SHAP,10
